-2456,-1598,46
7701,2339,46
9189,-2120,46
9191,-2120,46
9901,1600,46
-1841,-729,45
-2457,-1599,45
4395,-2964,45
-1458,6638,45
-8244,146,45
-8245,145,45
9188,-2119,45
9190,-2120,45
