2046,-4323,46
2047,-4323,46
2046,-4324,46
2047,-4324,46
2046,-4327,46
-9721,5188,46
9421,9264,46
2046,-4322,45
2047,-4322,45
-2288,-6444,45
-2289,-6444,45
3534,5863,45
-6516,3925,45
-4835,-7943,45
-9633,-4999,45
-9721,5189,45
